id,result
1,"[('做工', '精细'), ('携带', '轻便'), ('携带', '方便'), ('手感', '不错'), ('防抖', '一般')]"
1,"[('像素', '流畅'), ('机身', '小巧'), ('体积', '出众'), ('做工', '稍弱')]"
1,"[('携带', '方便'), ('设计', '轻巧')]"
1,"[('操控性', '优秀'), ('机身', '轻巧')]"
1,"[('重量', '小巧')]"
1,"[('设计', '到位'), ('能力', '有待加强'), ('做工', '精细'), ('操作', '简单'), ('手感', '不错'), ('防抖', '一般')]"
1,"[('使用', '方便')]"
1,"[('能力', '出色'), ('像素', '少')]"
1,"[('设计', '精细')]"
1,[]
1,[]
2,"[('像素', '清晰')]"
2,"[('外观', '出色')]"
2,"[('像素', '较高'), ('操作', '便捷')]"
2,"[('设计', '轻便'), ('体积', '小巧'), ('设计', '好'), ('机身', '小巧'), ('像素', '清晰')]"
2,[]
2,[]
2,"[('机身', '小巧'), ('外观', '漂亮')]"
2,"[('像素', '厚道')]"
2,"[('外观', '小巧'), ('使用', '习惯'), ('像素', '银色')]"
2,"[('外观', '出彩'), ('机身', '小巧'), ('操作', '简便')]"
2,"[('外观', '时尚')]"
2,"[('机身', '银色'), ('体积', '小'), ('使用', '方便'), ('能力', '不足')]"
2,"[('能力', '不足'), ('功能', '便携'), ('使用', '方便'), ('外观', '出彩'), ('操作', '简单'), ('操作', '简便')]"
2,"[('外观', '轻巧'), ('体积', '小巧'), ('便携性', '重要')]"
2,"[('能力', '不错'), ('功能', '全面'), ('携带', '小巧'), ('机身', '小巧'), ('像素', '高')]"
2,"[('能力', '少')]"
2,[]
2,"[('操作', '简便')]"
2,[]
2,"[('使用', '快'), ('手感', '不错'), ('续航', '还算可以')]"
3,[]
3,"[('做工', '多')]"
3,"[('做工', '精美'), ('外观', '好看')]"
3,"[('风格', '时尚')]"
3,"[('功能', '多'), ('像素', '强'), ('功能', '很好'), ('清晰度', '不错'), ('像素', '高')]"
3,"[('按键', '灵敏'), ('功能', '耐用'), ('使用', '不错'), ('功能', '强大'), ('功能', '方便')]"
3,[]
3,"[('功能', '多'), ('能力', '一般'), ('操作', '方便'), ('像素', '强'), ('功能', '很好'), ('清晰度', '不错'), ('像素', '高')]"
3,"[('响应速度', '比较差'), ('做工', '扎实'), ('使用', '快'), ('使用', '方便'), ('防尘', '高'), ('响应速度', '快'), ('重量', '轻'), ('外观', '霸气'), ('清晰度', '落后')]"
3,"[('操作', '重要'), ('机身', '厚'), ('能力', '一般'), ('机身', '重要'), ('手感', '舒适'), ('握感', '更佳'), ('做工', '优秀'), ('像素', '轻巧'), ('手柄', '容易')]"
3,"[('手感', '很好'), ('续航', '小'), ('像素', '满意'), ('机身', '快'), ('功能', '很全')]"
3,"[('功能', '多'), ('像素', '强'), ('功能', '很好'), ('清晰度', '不错'), ('像素', '高')]"
3,"[('像素', '高')]"
3,[]
3,[]
3,"[('像素', '大'), ('设计', '漂亮'), ('机身', '轻'), ('像素', '不够'), ('像素', '干净')]"
3,"[('噪音', '大'), ('追焦', '一般'), ('可玩性', '极强'), ('功能', '好用'), ('便携性', '更佳'), ('功能', '新奇'), ('功能', '很棒'), ('机身', '轻'), ('清晰度', '差'), ('声音', '不够'), ('按键', '一般'), ('像素', '好'), ('追焦', '高'), ('像素', '好用')]"
3,"[('像素', '大')]"
3,[]
3,"[('像素', '太高')]"
4,[]
4,"[('做工', '不错'), ('操作', '友好')]"
4,[]
4,[]
4,[]
4,[]
4,[]
4,[]
4,[]
4,[]
5,[]
5,"[('体积', '完美')]"
5,[]
5,[]
5,[]
5,[]
5,[]
5,[]
5,[]
5,[]
5,[]
5,[]
5,[]
5,[]
5,[]
5,[]
5,[]
5,[]
5,[]
5,[]
6,"[('操作', '快'), ('像素', '方便')]"
6,"[('功能', '齐全'), ('手感', '好'), ('设计', '时尚')]"
6,[]
6,"[('手感', '不错'), ('机身', '更好'), ('机身', '好')]"
6,"[('操作', '简单')]"
6,"[('操作', '简单'), ('手感', '不错'), ('携带', '轻便')]"
6,"[('便携性', '高'), ('机身', '稍差'), ('使用', '方便')]"
6,"[('携带', '方便快捷'), ('携带', '便捷'), ('操作', '方便')]"
6,"[('功能', '不错'), ('机身', '耐用'), ('机身', '轻便'), ('外观', '精致'), ('手感', '好'), ('手感', '不错'), ('握持', '舒服')]"
6,"[('像素', '方便'), ('携带', '方便')]"
6,"[('功能', '先进'), ('机身', '轻盈')]"
6,[]
6,"[('机身', '稍差')]"
6,"[('防抖', '清晰'), ('像素', '优秀'), ('设计', '不合理'), ('续航', '给力'), ('像素', '清晰')]"
6,"[('像素', '精细')]"
6,"[('机身', '轻盈')]"
6,"[('手感', '更好'), ('操作', '更好'), ('像素', '清晰')]"
6,[]
6,[]
6,"[('外观', '漂亮'), ('像素', '高')]"
7,"[('功能', '快速'), ('体积', '小'), ('操作', '方便')]"
7,"[('夜拍', '纯净'), ('体积', '小'), ('手感', '更好')]"
7,"[('功能', '强大'), ('手感', '轻盈'), ('操作', '简单')]"
7,"[('外观', '时尚'), ('设计', '喜欢'), ('能力', '强大')]"
7,"[('能力', '很好'), ('手感', '舒适'), ('机身', '小巧'), ('操作', '方便')]"
7,"[('握持', '好'), ('体积', '小巧'), ('体积', '小')]"
7,"[('功能', '更好'), ('体积', '小巧'), ('操作', '简单')]"
7,"[('能力', '不足'), ('防抖', '不足'), ('外观', '简约'), ('操作', '简单'), ('感光', '偏暗'), ('携带', '非常适合'), ('像素', '高')]"
7,"[('设计', '紧凑')]"
7,"[('外观', '小巧'), ('携带', '时尚')]"
7,[]
7,"[('机身', '小巧'), ('操作', '方便')]"
7,"[('外观', '时尚'), ('功能', '便捷')]"
7,[]
7,"[('功能', '完美'), ('设计', '强大')]"
7,"[('机身', '单薄'), ('像素', '便携'), ('能力', '不足')]"
7,"[('功能', '方便'), ('像素', '容易')]"
7,[]
7,"[('机身', '差')]"
7,"[('结构', '小巧'), ('像素', '快速'), ('像素', '细腻')]"
8,"[('像素', '偏低'), ('使用', '多'), ('设计', '友好'), ('续航', '满意'), ('握持', '一般'), ('追焦', '大')]"
8,"[('体积', '好'), ('功能', '好'), ('做工', '精致'), ('续航', '快'), ('操作', '便利'), ('像素', '偏爱'), ('机身', '小'), ('做工', '精良'), ('携带', '小巧'), ('设计', '不够'), ('按键', '良好'), ('功能', '重要'), ('外观', '精致'), ('按键', '合理'), ('操作', '好'), ('手感', '迅速')]"
8,"[('声音', '清脆'), ('操作', '习惯'), ('效率', '重要'), ('握持', '一流'), ('按键', '多'), ('能力', '满意'), ('机震', '小'), ('追焦', '快'), ('按键', '质感'), ('机身', '容易')]"
8,"[('握持', '好'), ('功能', '费劲'), ('按键', '多')]"
8,"[('机身', '娇小')]"
8,[]
8,"[('操作', '快速'), ('使用', '更好'), ('使用', '快速'), ('做工', '精良'), ('追焦', '准确')]"
8,"[('功能', '少'), ('追焦', '不错'), ('功能', '多'), ('机身', '高级')]"
8,[]
8,"[('像素', '低')]"
8,[]
8,[]
8,[]
8,[]
8,[]
8,[]
8,[]
8,[]
8,[]
8,[]
9,"[('设计', '中规中矩'), ('做工', '不是很好'), ('用料', '精致'), ('质感', '质感'), ('设计', '靓丽'), ('声音', '柔和')]"
9,[]
9,"[('声音', '清脆'), ('像素', '偏高'), ('机身', '舒服'), ('握持', '极佳'), ('设计', '出色'), ('握持', '舒服')]"
9,"[('使用', '多'), ('设计', '超好'), ('使用', '奇怪'), ('使用', '高清'), ('手感', '挺好'), ('机身', '太重'), ('设计', '更好'), ('功能', '强大'), ('使用', '吃力'), ('功能', '良好')]"
9,[]
9,"[('像素', '吃力')]"
9,[]
9,"[('像素', '大')]"
9,"[('像素', '太高')]"
9,"[('像素', '更好')]"
9,[]
9,[]
9,[]
9,[]
9,"[('像素', '安静')]"
9,[]
9,"[('像素', '一般'), ('像素', '很差')]"
9,"[('设计', '好')]"
9,"[('追焦', '强悍')]"
9,[]
10,"[('功能', '快速'), ('体积', '小'), ('操作', '方便')]"
10,"[('夜拍', '纯净'), ('体积', '小'), ('手感', '更好')]"
10,"[('功能', '强大'), ('手感', '轻盈'), ('操作', '简单')]"
10,"[('外观', '时尚'), ('设计', '喜欢'), ('能力', '强大')]"
10,"[('能力', '很好'), ('手感', '舒适'), ('机身', '小巧'), ('操作', '方便')]"
10,"[('握持', '好'), ('体积', '小巧'), ('体积', '小')]"
10,"[('功能', '更好'), ('体积', '小巧'), ('操作', '简单')]"
10,"[('能力', '不足'), ('防抖', '不足'), ('外观', '简约'), ('操作', '简单'), ('感光', '偏暗'), ('携带', '非常适合'), ('像素', '高')]"
10,"[('设计', '紧凑')]"
10,"[('外观', '小巧'), ('携带', '时尚')]"
10,[]
10,"[('机身', '小巧'), ('操作', '方便')]"
10,"[('外观', '时尚'), ('功能', '便捷')]"
10,[]
10,"[('功能', '完美'), ('设计', '强大')]"
10,"[('机身', '单薄'), ('像素', '便携'), ('能力', '不足')]"
10,"[('功能', '方便'), ('像素', '容易')]"
10,[]
10,"[('机身', '差')]"
10,"[('结构', '小巧'), ('像素', '快速'), ('像素', '细腻')]"
11,"[('防抖', '高级')]"
11,"[('能力', '超强')]"
11,"[('携带', '方便')]"
11,[]
11,"[('能力', '不行')]"
11,[]
11,[]
11,[]
11,[]
11,[]
11,[]
11,[]
11,[]
11,[]
11,[]
11,[]
11,[]
11,[]
11,[]
11,[]
12,"[('清晰度', '清晰')]"
12,"[('机身', '完美')]"
12,[]
12,"[('机身', '不好'), ('机身', '轻巧')]"
12,"[('手感', '差'), ('机身', '不好'), ('使用体验', '很差')]"
12,"[('续航', '强大'), ('能力', '强大'), ('像素', '高')]"
12,"[('续航', '满意'), ('握持', '不好'), ('便携性', '较好')]"
12,[]
12,[]
12,[]
12,[]
12,[]
12,[]
12,[]
12,[]
12,[]
12,[]
12,[]
12,[]
12,[]
13,"[('机身', '佳'), ('设计', '出色'), ('手感', '俱佳'), ('功能', '丰富')]"
13,"[('功能', '强大'), ('功能', '多'), ('携带', '方便')]"
13,"[('像素', '高')]"
13,"[('设计', '多'), ('功能', '出众')]"
13,"[('操作', '简单'), ('手柄', '舒适'), ('机身', '小巧'), ('像素', '不错')]"
13,"[('体积', '小巧'), ('操作', '大'), ('操作', '方便')]"
13,"[('外观', '小巧'), ('能力', '一般')]"
13,"[('像素', '不错'), ('体积', '小巧')]"
13,"[('操控性', '轻巧'), ('体积', '便携'), ('操控性', '强大'), ('设计', '便携'), ('续航', '不足')]"
13,"[('手感', '更好')]"
13,[]
13,"[('按键', '多'), ('像素', '方便'), ('机身', '小'), ('手感', '硬朗'), ('功能', '方便'), ('机身', '小巧')]"
13,"[('防抖', '丰富'), ('能力', '强')]"
13,"[('质感', '质感'), ('携带', '快速'), ('携带', '小巧'), ('能力', '一般')]"
13,[]
13,[]
13,[]
13,[]
13,"[('握持', '不错'), ('做工', '精致')]"
13,[]
14,"[('手感', '好'), ('质感', '质感')]"
14,[]
14,"[('功能', '强大')]"
14,"[('做工', '精致'), ('手感', '细腻')]"
14,"[('机身', '轻'), ('功能', '大'), ('操作', '方便'), ('使用', '较高')]"
14,"[('夜拍', '舒服'), ('追焦', '小')]"
14,"[('操作', '习惯'), ('操作', '不好')]"
14,[]
14,"[('机身', '轻巧')]"
14,"[('感光', '不够'), ('片率', '高')]"
14,"[('做工', '好'), ('感光', '高')]"
14,"[('做工', '可靠')]"
14,"[('做工', '好'), ('手感', '不错'), ('感光', '高')]"
14,[]
14,[]
14,"[('操作性', '强')]"
14,[]
14,"[('手感', '舒服')]"
14,"[('声音', '清脆'), ('手感', '好'), ('操作', '流畅'), ('分量', '适中')]"
14,[]
15,[]
15,"[('手感', '好'), ('外观', '漂亮'), ('握持', '小')]"
15,"[('像素', '高')]"
15,"[('机震', '小')]"
15,"[('能力', '小'), ('持握', '舒适')]"
15,"[('手柄', '完美'), ('功能', '很好'), ('手感', '不错')]"
15,"[('能力', '超强'), ('夜拍', '很棒')]"
15,"[('操作', '一般'), ('重量', '适中'), ('手感', '舒适'), ('操作', '快捷')]"
15,"[('操作', '稳定')]"
15,"[('材质', '满意'), ('机身', '出色'), ('手感', '差'), ('像素', '丰富'), ('精度', '快'), ('重量', '适中'), ('机身', '容易')]"
15,"[('像素', '低'), ('使用', '不好'), ('手柄', '出色'), ('设计', '无可挑剔'), ('使用', '合理'), ('握持', '较高'), ('体积', '大')]"
15,[]
15,"[('清晰度', '好')]"
15,"[('声音', '好')]"
15,[]
15,"[('能力', '好'), ('机身', '质感'), ('质感', '强')]"
15,"[('像素', '做的好')]"
15,"[('追焦', '迅速')]"
15,"[('机震', '小')]"
15,[]
16,"[('能力', '差')]"
16,[]
16,"[('手感', '好'), ('双卡', '完美')]"
16,[]
16,[]
16,[]
16,"[('使用', '不够'), ('功能', '全面')]"
16,"[('机身', '重'), ('功能', '全面'), ('功能', '方便'), ('续航', '给力'), ('操作', '多')]"
16,[]
16,"[('追焦', '不错')]"
16,"[('功能', '高'), ('使用', '一般')]"
16,[]
16,"[('外观', '硬朗')]"
16,[]
16,[]
16,[]
16,"[('手感', '好')]"
16,"[('机身', '浓'), ('强度', '不够')]"
16,[]
16,[]
17,"[('按键', '顺手'), ('握持', '舒服')]"
17,[]
17,[]
17,"[('按键', '扎实')]"
17,"[('外观', '耐看'), ('机身', '适中')]"
17,"[('机身', '薄'), ('强度', '不够'), ('外观', '耐看'), ('手感', '好')]"
17,"[('重量', '不轻不重'), ('做工', '不错')]"
17,"[('体积', '适中')]"
17,"[('重量', '不方便')]"
17,"[('握持', '不错'), ('像素', '低'), ('使用', '重要'), ('像素', '好'), ('手感', '不错')]"
17,"[('机身', '轻'), ('操作', '方便')]"
17,"[('蒙皮', '好'), ('机身', '轻便'), ('手感', '到位')]"
17,"[('机身', '小巧')]"
17,"[('追焦', '快')]"
17,"[('操作', '方便')]"
17,"[('体积', '轻便')]"
17,[]
17,"[('手柄', '不好'), ('使用', '多')]"
17,[]
17,[]
19,[]
19,[]
19,"[('声音', '大'), ('使用', '方便')]"
19,"[('手感', '好'), ('操作', '方便')]"
19,"[('操作', '习惯'), ('能力', '比较满意'), ('使用', '方便'), ('机身', '沉'), ('使用', '快速'), ('操作', '喜欢')]"
19,"[('功能', '无敌'), ('风格', '无敌')]"
19,"[('按键', '很好'), ('机身', '一般'), ('操作', '便利'), ('使用', '大'), ('像素', '准确')]"
19,"[('机身', '不够')]"
19,"[('机身', '扎实')]"
19,[]
19,"[('功能', '多'), ('按键', '好用')]"
19,"[('像素', '高')]"
19,[]
19,"[('手感', '很好'), ('手感', '不错'), ('操作', '简单'), ('操作', '方便')]"
19,[]
19,"[('防尘', '耐用'), ('追焦', '喜欢'), ('做工', '非常不错')]"
19,[]
19,[]
19,"[('手感', '好'), ('精度', '高'), ('握持', '舒服')]"
19,[]
20,"[('操作', '极佳'), ('便携性', '俱佳')]"
20,"[('做工', '考究'), ('机身', '质感'), ('工艺', '硬'), ('握持', '出色'), ('工艺', '考究'), ('防抖', '小')]"
20,[]
20,"[('握持', '很棒'), ('夜拍', '好'), ('手感', '完美'), ('像素', '厉害')]"
20,"[('防抖', '给力'), ('手感', '出色'), ('操作', '方便'), ('像素', '高')]"
20,"[('能力', '强大'), ('感光', '很好'), ('使用', '不错'), ('外观', '漂亮'), ('像素', '非常不错')]"
20,"[('夜拍', '很好'), ('功能', '强大'), ('使用', '很好'), ('操作', '简单'), ('使用', '便捷'), ('操作', '简便')]"
20,"[('手柄', '很好'), ('追焦', '多'), ('操作', '便捷'), ('携带', '便携')]"
20,"[('像素', '高清'), ('使用', '合适'), ('携带', '方便')]"
20,[]
20,"[('携带', '方便'), ('功能', '强大'), ('清晰度', '很好'), ('操作', '简便'), ('防抖', '边缘')]"
20,"[('像素', '好'), ('功能', '亲民')]"
20,"[('续航', '偏差'), ('操作', '繁琐'), ('续航', '不足'), ('效率', '高'), ('续航', '一般'), ('能力', '优秀'), ('体积', '大'), ('便携性', '更佳'), ('使用体验', '极佳'), ('体积', '优秀')]"
20,"[('质感', '好'), ('手握', '质感'), ('设计', '成熟'), ('操作', '方便'), ('功能', '方便')]"
20,"[('携带', '容易'), ('续航', '少')]"
20,"[('做工', '精致'), ('体积', '小巧'), ('便携性', '良好'), ('使用', '很好'), ('外观', '好看'), ('使用', '习惯'), ('像素', '小巧'), ('操控性', '非常不错'), ('灵敏度', '非常不错'), ('机身', '小巧')]"
20,"[('续航', '不足'), ('能力', '棒'), ('能力', '不足')]"
20,"[('体积', '便携'), ('操作', '方便快捷')]"
20,"[('体积', '便携'), ('像素', '小'), ('设计', '成熟'), ('携带', '方便'), ('外观', '时尚'), ('操控性', '轻便'), ('机身', '小巧'), ('设计', '丰富'), ('功能', '亲民')]"
20,"[('操作', '简单'), ('像素', '强大'), ('能力', '一般'), ('携带', '很好')]"
21,[]
21,"[('按键', '少'), ('设计', '精致'), ('功能', '全面'), ('外观', '精致'), ('功能', '方便'), ('功能', '广')]"
21,"[('夜拍', '优秀'), ('外观', '无与伦比'), ('像素', '强大'), ('操作', '便捷'), ('操作', '方便'), ('机身', '小巧')]"
21,"[('设计', '简约'), ('机身', '个性'), ('操作', '快速'), ('质感', '质感'), ('外观', '时尚'), ('功能', '多样'), ('做工', '好'), ('手感', '非常不错'), ('操作', '顺手')]"
21,"[('握持', '出色'), ('蒙皮', '容易'), ('操作', '细腻')]"
21,"[('外观', '高'), ('携带', '方便'), ('外观', '好看'), ('机身', '方便'), ('操作', '很快'), ('机身', '小巧')]"
21,"[('机身', '银色'), ('外观', '好看')]"
21,"[('体积', '小巧'), ('携带', '方便')]"
21,"[('能力', '差'), ('续航', '方便'), ('操作', '好'), ('机身', '小巧')]"
21,"[('握持', '出色'), ('续航', '小'), ('操作', '细腻')]"
21,"[('外观', '好看'), ('机身', '方便'), ('外观', '高'), ('操作', '很快')]"
21,"[('机身', '轻便'), ('携带', '小巧'), ('续航', '弱')]"
21,"[('能力', '弱'), ('携带', '方便'), ('机身', '紧凑')]"
21,"[('做工', '一般'), ('机身', '非常适合'), ('追焦', '无敌'), ('清晰度', '不高'), ('手柄', '小'), ('使用体验', '客观'), ('设计', '不是很好'), ('手柄', '厚')]"
21,"[('机身', '小巧'), ('续航', '多')]"
21,"[('使用', '丰富'), ('机身', '轻便'), ('像素', '出色'), ('机身', '轻巧'), ('机身', '小巧')]"
21,"[('按键', '小'), ('机身', '小巧'), ('功能', '迅速'), ('携带', '方便')]"
21,"[('机身', '小巧')]"
21,"[('效率', '高'), ('机身', '轻巧'), ('携带', '方便'), ('设计', '贴心')]"
21,"[('按键', '快捷'), ('体积', '小巧'), ('设计', '多'), ('像素', '更好'), ('续航', '一般'), ('续航', '弱'), ('机身', '小巧'), ('像素', '容易')]"
22,[]
22,"[('机身', '发热'), ('机身', '小')]"
22,"[('清晰度', '较高')]"
22,"[('机身', '不够'), ('外观', '亮骚')]"
22,[]
22,"[('手感', '欠佳'), ('设计', '不错'), ('可玩性', '太高'), ('重量', '好')]"
22,[]
22,[]
22,"[('体积', '便携'), ('机身', '小'), ('防尘', '丰富')]"
22,"[('功能', '便捷')]"
22,[]
22,"[('做工', '质感')]"
22,"[('操作性', '较差')]"
22,[]
22,[]
22,[]
22,[]
22,[]
22,[]
22,[]
23,"[('追焦', '很慢')]"
23,"[('机身', '发热'), ('手感', '不错'), ('操作', '方便')]"
23,[]
23,"[('能力', '欠佳'), ('续航', '较差'), ('功能', '有用')]"
23,"[('操作', '顺手')]"
23,"[('操作', '简单'), ('按键', '准确'), ('功能', '不错'), ('手感', '不错')]"
23,"[('追焦', '精准')]"
23,"[('按键', '快捷'), ('手感', '棒'), ('像素', '高')]"
23,"[('手感', '很好'), ('做工', '不错')]"
23,[]
23,"[('追焦', '不堪'), ('声音', '安静')]"
23,[]
23,"[('强度', '好')]"
23,[]
23,[]
23,"[('感光', '较准')]"
23,[]
23,"[('操作', '方便')]"
23,[]
23,"[('手感', '较好'), ('像素', '便利'), ('操作', '方便'), ('重量', '适中'), ('做工', '还行')]"
24,[]
24,[]
25,[]
25,"[('像素', '好')]"
25,"[('做工', '不错'), ('设计', '脑残')]"
25,"[('操作', '简单'), ('功能', '慢')]"
25,[]
25,"[('机身', '紧凑')]"
25,"[('像素', '大'), ('像素', '高'), ('功能', '轻'), ('追焦', '太慢')]"
25,[]
25,[]
25,"[('质感', '质感')]"
25,[]
25,[]
25,"[('重量', '逊色')]"
25,"[('做工', '不方便'), ('防抖', '优秀'), ('功能', '齐全'), ('像素', '轻便')]"
25,"[('功能', '完善')]"
25,[]
25,[]
25,[]
25,"[('像素', '较高')]"
25,"[('防抖', '差')]"
26,"[('使用', '多')]"
26,[]
26,"[('手感', '很棒')]"
26,"[('功能', '强大'), ('续航', '差'), ('操作', '方便')]"
26,[]
26,"[('操作', '繁琐'), ('手感', '一般')]"
26,"[('功能', '方便'), ('功能', '全面'), ('手感', '不错'), ('重量', '适中')]"
26,"[('使用', '短'), ('做工', '很好'), ('外观', '无可挑剔')]"
26,[]
26,[]
26,[]
26,"[('做工', '一般'), ('手感', '一般')]"
26,"[('握感', '舒适'), ('外观', '硬朗'), ('像素', '高')]"
26,"[('手感', '良好'), ('追焦', '精准')]"
26,[]
26,[]
26,[]
26,[]
26,[]
26,"[('手柄', '太小')]"
27,"[('外观', '一般')]"
27,"[('操作', '方便')]"
27,[]
27,[]
27,[]
27,[]
27,[]
28,"[('机身', '大')]"
28,"[('机身', '轻便')]"
28,[]
28,"[('结构', '大'), ('分量', '大'), ('能力', '弱'), ('续航', '美观'), ('机身', '小巧')]"
28,"[('机身', '美观'), ('机身', '小巧')]"
28,"[('清晰度', '高'), ('携带', '方便'), ('机身', '大')]"
28,"[('夜拍', '很好'), ('重量', '重'), ('防抖', '清晰')]"
28,[]
28,[]
28,"[('能力', '弱'), ('机身', '非常不错')]"
28,[]
28,"[('像素', '高'), ('像素', '多')]"
28,[]
28,[]
28,"[('做工', '还行'), ('防抖', '不错')]"
28,[]
28,"[('防抖', '较好')]"
28,"[('持握', '一般'), ('防抖', '不错')]"
28,[]
28,"[('续航', '不足')]"
29,[]
29,[]
29,"[('功能', '不错'), ('续航力', '差'), ('声音', '小'), ('使用', '超棒'), ('机身', '轻巧')]"
29,"[('功能', '强')]"
29,"[('操作', '简单'), ('续航力', '差')]"
29,[]
29,"[('声音', '小'), ('机身', '轻巧'), ('使用', '棒')]"
29,"[('重量', '轻'), ('机身', '轻巧')]"
29,[]
29,[]
29,[]
29,[]
29,[]
29,"[('功能', '强大'), ('重量', '合适'), ('机身', '合适')]"
29,"[('功能', '强')]"
29,[]
29,[]
29,[]
29,[]
29,[]
30,"[('防抖', '很强'), ('分量', '轻'), ('操作', '简便')]"
30,"[('像素', '太低')]"
30,"[('外观', '大气'), ('携带', '太重'), ('可玩性', '强')]"
30,"[('设计', '不错'), ('机身', '厉害')]"
30,[]
30,[]
30,[]
30,[]
30,[]
30,[]
30,[]
30,[]
30,[]
30,[]
30,[]
30,[]
30,[]
30,[]
30,[]
30,[]
31,"[('做工', '很棒')]"
31,"[('防抖', '好用'), ('操作', '反感'), ('感光', '高'), ('做工', '优秀'), ('设计', '简洁')]"
31,"[('做工', '好'), ('操作', '便捷')]"
31,"[('使用', '顺手'), ('使用', '方便'), ('做工', '可靠'), ('能力', '快速')]"
31,"[('按键', '不够'), ('续航', '不够'), ('续航', '好'), ('机身', '结实'), ('精度', '高')]"
31,"[('手感', '极差'), ('机身', '好'), ('续航', '大'), ('机身', '喜欢'), ('外观', '合理'), ('握持', '优秀')]"
31,"[('手感', '不错')]"
31,"[('外观', '时尚'), ('外观', '难看')]"
31,[]
31,"[('防抖', '厚道'), ('手感', '不佳')]"
31,[]
31,"[('手感', '一流')]"
31,"[('做工', '好')]"
31,[]
31,"[('续航', '不好')]"
31,"[('防抖', '更佳'), ('按键', '多')]"
31,"[('操作', '简单')]"
31,[]
31,"[('手感', '一流')]"
31,[]
32,"[('做工', '精细'), ('像素', '刚刚好')]"
32,"[('做工', '优秀'), ('手柄', '更好'), ('机身', '可靠'), ('像素', '刚刚好')]"
32,"[('像素', '一般'), ('机身', '不错')]"
32,"[('功能', '强大'), ('重量', '重'), ('做工', '精细'), ('像素', '刚刚好')]"
32,"[('做工', '一般'), ('使用', '给力'), ('防尘', '满意'), ('做工', '精细'), ('机身', '划算'), ('质感', '质感'), ('机身', '小'), ('像素', '刚刚好'), ('功能', '很好')]"
32,[]
32,"[('手感', '一般')]"
32,"[('做工', '不错')]"
32,"[('机身', '轻便'), ('像素', '高')]"
32,[]
32,"[('使用', '短')]"
32,[]
32,"[('操作', '方便')]"
32,"[('像素', '低')]"
32,[]
32,"[('功能', '落后')]"
32,[]
32,"[('外观', '大气'), ('手感', '好')]"
32,[]
32,[]
33,"[('外观', '漂亮'), ('设计', '方便'), ('质感', '不怎么样'), ('机体', '质感')]"
33,"[('外观', '方便'), ('手感', '漂亮'), ('功能', '有用'), ('使用', '习惯'), ('功能', '强大')]"
33,[]
33,"[('机身', '银色'), ('质感', '质感')]"
33,"[('操作', '强悍'), ('失败率', '高')]"
33,"[('设计', '高清'), ('功能', '复杂'), ('机身', '贵')]"
33,"[('像素', '高')]"
33,"[('机身', '轻便')]"
33,"[('追焦', '强悍')]"
33,"[('操作', '方便')]"
33,"[('续航', '短'), ('携带', '方便'), ('体积', '大'), ('功能', '很好'), ('机身', '小巧')]"
